,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin.meanCI_95.lowerLimit,-0.003379613489049038,-0.0038874765582915098,-0.004386952885912302,-0.004908361734519006,-0.005433808856879959,-0.004123103946510208,-0.004652409050386849,-0.005166101865815632,-0.0057055081503856004,-0.006245082063691335,-0.004534647906462719,-0.0050565901548892565,-0.005590089127600718,-0.006121699151347573,-0.00666291593453972,-0.004763192013832018,-0.005295637691897014,-0.005837596291590707,-0.006377077571344278,-0.006918142322783858,-0.004887855845534382,-0.005430133019225204,-0.005974380554158329,-0.006505369516106891,-0.0070540692125232955,-0.005004044801614211,-0.005547290094082327,-0.006098304918242423,-0.006641545183591763,-0.007192977868018886
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin.meanCI_95.upperLimit,-0.003186926355587875,-0.0036633165326995583,-0.004132345993684105,-0.004614088665024467,-0.005098873156892256,-0.0039416252061482224,-0.00443993844646778,-0.004922404830186827,-0.005424647359244029,-0.005924384367666613,-0.004364753806866204,-0.00485924466180947,-0.005364756179659175,-0.005863415719642393,-0.006369195652140435,-0.0046038450885480895,-0.005110971417243787,-0.005626990484873352,-0.006135925946497486,-0.006644343300015661,-0.0047342795646954285,-0.005253547026617996,-0.005774031727228343,-0.006277520896192801,-0.00679640431493078,-0.004855014879938574,-0.005376903127608293,-0.005905514779511807,-0.006423826599827777,-0.006948287378626929
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.mean,-0.0020837353805482155,-0.002575951784932575,-0.0030602663827826487,-0.003561890548704765,-0.004067086680796787,-0.0028328278603377216,-0.0033467282950953798,-0.0038448618909038123,-0.004365745813884937,-0.004885498936552696,-0.0032502212392362924,-0.00375856195793068,-0.004278144458379848,-0.004793357953608549,-0.005317022531561421,-0.003484120627988019,-0.004004040263982552,-0.004533117940164687,-0.005057398024611336,-0.005582313695987749,-0.0036116607466923183,-0.0041425734337104895,-0.004675041821563434,-0.005192394125782214,-0.005726316705918241,-0.003730088694033333,-0.004262758693218932,-0.004802704544794104,-0.005333624974263456,-0.005871731049052451
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.stdDev,0.001841272078445345,0.0020554874880160867,0.002261084786424747,0.0024918015544729577,0.0027351913633358433,0.0018085168311019449,0.0020381129481742864,0.0022567597867661294,0.002491981792487762,0.0027449143349338317,0.0018135851338168816,0.0020344189670245053,0.002250562944107117,0.0024817942631257493,0.002728314721625693,0.0018163005300274064,0.0020368347707392493,0.0022502472539794776,0.0024830363661913863,0.0027331391813282123,0.0018373490564651215,0.002052218721625443,0.0022599793673558546,0.00248118509465674,0.002727814698381051,0.0018625397664647902,0.002069602199373511,0.0022794289447841004,0.002490144638415486,0.002728903555935833
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.min,-0.008856021184766714,-0.010250860530890459,-0.010591350579748944,-0.011899746054550037,-0.013208141529350941,-0.010106192735292901,-0.011555401047262694,-0.013004609359232488,-0.01445381767120228,-0.015903025983172073,-0.011865876803609596,-0.012843322001846267,-0.01372469151409703,-0.01465409886934065,-0.015903025983172073,-0.012562019087367551,-0.014007632060184738,-0.015453245033001927,-0.016898858005819112,-0.0183444709786363,-0.012562019087367551,-0.014007632060184738,-0.015453245033001927,-0.016898858005819112,-0.0183444709786363,-0.012562019087367551,-0.014007632060184738,-0.015453245033001927,-0.016898858005819112,-0.0183444709786363
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.firstQuartile,-0.0031923088379197306,-0.003792792262125619,-0.004415934176645589,-0.00505233366635732,-0.005683947064789824,-0.003964849523267302,-0.004605536063725411,-0.005212583057730423,-0.005874435493047204,-0.006561738752590483,-0.004363391341387669,-0.005002318983854897,-0.005672760120972736,-0.006347877735890449,-0.006986976791666804,-0.004563154191409453,-0.0052344871583988855,-0.005917277242063719,-0.006549690521931509,-0.007235040634125532,-0.004742489326495774,-0.005407081618292142,-0.006062925675288135,-0.006723887344492838,-0.007432108657622235,-0.004855362965885306,-0.005508887943017061,-0.006188030116569482,-0.006848933289929519,-0.007522856400910084
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.median,-0.0019452142182226424,-0.0024133101783505887,-0.0028837403373478034,-0.00338692743684852,-0.0038940614953364575,-0.0026100720296790393,-0.003109868076219512,-0.003583849019038136,-0.004111384687459392,-0.004560664429672672,-0.0030536260192740865,-0.003522945905013071,-0.004021425371991787,-0.004533811085499572,-0.005059892737204164,-0.003297614913084472,-0.00378678592821972,-0.004314183140668012,-0.004836992696897135,-0.0053671186502881815,-0.003420464815809314,-0.003932452989939256,-0.004462045540776878,-0.004967348170428684,-0.005493250494823067,-0.003580192842376676,-0.0041105522133533775,-0.004660040711266432,-0.005160078623117026,-0.005663367306658946
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.thirdQuartile,-0.0008406218519003146,-0.0011758165605803097,-0.0015114277797218811,-0.0018520644175742665,-0.002158289986339311,-0.0015159937131668541,-0.0018268280461819727,-0.0021778786887144213,-0.0025429939736064675,-0.002878714367071798,-0.001980983277855236,-0.002325126968274219,-0.0026661738013136647,-0.0030380519808754676,-0.003411221965175382,-0.0021994658518385162,-0.002549171014448978,-0.0029396507306457195,-0.00330631467670894,-0.003622482869403073,-0.0023269556877659166,-0.002689835746390182,-0.003074101184657122,-0.0034619297259129854,-0.003812587066503824,-0.0024475840459725826,-0.0028172344919025144,-0.0032085906395023737,-0.0035922592083290385,-0.00396731286661502
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.max,0.007921081433833126,0.007497868129186821,0.007074654824540718,0.006651441519894414,0.006228228215248311,0.002838542058745652,0.00267648211436927,0.0025144221699928884,0.0023523622256165066,0.0021903022812403187,0.002838542058745652,0.00267648211436927,0.0025144221699928884,0.0023523622256165066,0.0021903022812403187,0.0012714722548472833,0.0011810573149746717,0.0011882624174883217,0.001195467520001778,0.001202672622515428,0.0012714722548472833,0.0011810573149746717,0.0011882624174883217,0.001195467520001778,0.001202672622515428,0.0012714722548472833,0.0011810573149746717,0.0011882624174883217,0.001195467520001778,0.001202672622515428
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.summary.range,0.01677710261859984,0.01774872866007728,0.017666005404289663,0.01855118757444445,0.019436369744599252,0.012944734794038553,0.014231883161631964,0.015519031529225376,0.016806179896818787,0.01809332826441239,0.014704418862355248,0.015519804116215537,0.016239113684089916,0.017006461094957157,0.01809332826441239,0.013833491342214834,0.01518868937515941,0.01664150745049025,0.018094325525820888,0.019547143601151725,0.013833491342214834,0.01518868937515941,0.01664150745049025,0.018094325525820888,0.019547143601151725,0.013833491342214834,0.01518868937515941,0.01664150745049025,0.018094325525820888,0.019547143601151725
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.positiveCount,141,100,76,57,49,53,40,34,25,21,37,31,27,22,20,29,24,19,14,13,27,21,16,12,11,28,21,16,12,11
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.negativeCount,1261,1191,1135,1044,975,1472,1373,1283,1184,1104,1713,1601,1505,1396,1305,1966,1844,1734,1614,1517,2171,2053,1938,1809,1710,2371,2245,2131,1997,1899
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.positiveProportion,0.10057061340941512,0.07745933384972889,0.06275805119735756,0.051771117166212535,0.0478515625,0.03475409836065574,0.028308563340410473,0.025816249050873197,0.0206782464846981,0.018666666666666668,0.021142857142857144,0.018995098039215685,0.01762402088772846,0.015514809590973202,0.01509433962264151,0.014536340852130326,0.01284796573875803,0.010838562464346835,0.0085995085995086,0.00849673202614379,0.012283894449499545,0.010125361620057859,0.008188331627430911,0.006589785831960461,0.006391632771644393,0.011671529804085035,0.009267431597528684,0.007452258965999069,0.005973120955699353,0.005759162303664921
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.negativeProportion,0.8994293865905849,0.9225406661502711,0.9372419488026424,0.9482288828337875,0.9521484375,0.9652459016393443,0.9716914366595896,0.9741837509491268,0.9793217535153019,0.9813333333333333,0.9788571428571429,0.9810049019607843,0.9823759791122716,0.9844851904090268,0.9849056603773585,0.9854636591478697,0.987152034261242,0.9891614375356532,0.9914004914004914,0.9915032679738562,0.9877161055505005,0.9898746383799422,0.9918116683725691,0.9934102141680395,0.9936083672283557,0.988328470195915,0.9907325684024714,0.9925477410340009,0.9940268790443006,0.9942408376963351
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.08531989996851597,0.06346994366043765,0.04976134296294385,0.03944451022862738,0.03560537099838257,0.0261376953125,0.02030185664366596,0.017940906475417615,0.013426219854993794,0.011589192708333336,0.014930594308035717,0.012943193024280025,0.011647515757588118,0.009745997333392101,0.009246020047169812,0.009755957276002505,0.008246411603319057,0.0065385956663576725,0.004707055244164619,0.004534632863562091,0.008112288692845769,0.006273966746022179,0.004689898925281474,0.0034075113261943985,0.003192695471382917,0.0077705717225927465,0.005742368504523388,0.0042683104331625536,0.003088640181682429,0.002876769060863874
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,0.11751657341754385,0.09341192799515727,0.07792087432080118,0.06656187301760473,0.0627688355743885,0.04521500384221312,0.038350037117841296,0.035890910873471016,0.030372689044406535,0.02839599609375,0.029025423322405135,0.02685753738178926,0.02554241857702988,0.02339763130220271,0.023213469307377648,0.020810521634897793,0.019057582226248825,0.016872151402562124,0.014389586390089928,0.014484088872772412,0.01781884836434667,0.015438295031467538,0.013261953176227052,0.011482106794831779,0.011406219677479026,0.016825357542876757,0.01413144838041893,0.012075293602696898,0.010413449459731015,0.010283886574949892
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0.8824834265824562,0.9065880720048427,0.9220791256791989,0.9334381269823953,0.9372311644256115,0.954784996157787,0.9616499628821586,0.9641090891265288,0.9696273109555934,0.9716040039062499,0.9709745766775948,0.9731424626182107,0.9744575814229702,0.9766023686977974,0.9767865306926222,0.9791894783651023,0.9809424177737514,0.983127848597438,0.98561041360991,0.9855159111272276,0.9821811516356534,0.9845617049685325,0.986738046823773,0.9885178932051683,0.9885937803225211,0.9831746424571233,0.9858685516195812,0.9879247063973031,0.989586550540269,0.9897161134250501
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,0.9146801000314841,0.9365300563395622,0.950238657037056,0.9605554897713726,0.9643946290016174,0.9738623046875001,0.9796981433563339,0.9820590935245824,0.9865737801450061,0.9884108072916666,0.9850694056919643,0.98705680697572,0.9883524842424118,0.990254002666608,0.9907539799528302,0.9902440427239976,0.9917535883966808,0.9934614043336423,0.9952929447558354,0.9954653671364379,0.9918877113071544,0.9937260332539779,0.9953101010747187,0.9965924886738057,0.9968073045286172,0.9922294282774072,0.9942576314954765,0.9957316895668373,0.9969113598183177,0.997123230939136
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,-0.0021801182900100745,-0.002688078161464212,-0.0031876169394485098,-0.00370907972140752,-0.004234617151801108,-0.0029235981464630066,-0.0034529989210114803,-0.003966746401654681,-0.004506217173442707,-0.00504590050307054,-0.0033351930736624305,-0.0038572663300683184,-0.004390842884910814,-0.004922534518738887,-0.005463929568287891,-0.003563823199020519,-0.00409640866711852,-0.004638458434899903,-0.005178015976912321,-0.005719266870687162,-0.003688473600031074,-0.004230896744572753,-0.004775248868980102,-0.005306356178165314,-0.005855195214412915,-0.003804621333491213,-0.004347973094274383,-0.004899124318505211,-0.005442515645895321,-0.005994115875120948
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.profitInfo.profitMargin_noFee.meanCI_95.upperLimit,-0.0019873524710863565,-0.0024638254084009383,-0.0029329158261167877,-0.00341470137600201,-0.0038995562097924666,-0.0027420575742124367,-0.0032404576691792792,-0.003722977380152944,-0.004225274454327166,-0.004725097370034852,-0.0031652494048101543,-0.003659857585793042,-0.004165446031848883,-0.00466418138847821,-0.005170115494834951,-0.003404418056955519,-0.003911671860846584,-0.004427777445429471,-0.00493678007231035,-0.005445360521288337,-0.0035348478933535624,-0.004054250122848226,-0.0045748347741467665,-0.005078432073399114,-0.005597438197423567,-0.0036555560545754526,-0.004177544292163481,-0.004706284771082996,-0.005224734302631591,-0.005749346222983954
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.negativeCount,1402,1291,1211,1101,1024,1525,1413,1317,1209,1125,1750,1632,1532,1418,1325,1995,1868,1753,1628,1530,2198,2074,1954,1821,1721,2399,2266,2147,2009,1910
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.positiveProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.negativeProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.positiveProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.positiveProportionCI_95.upperLimit,0.002628326416015625,0.002849578857421875,0.003040313720703125,0.003345489501953125,0.003597259521484375,0.002414703369140625,0.002605438232421875,0.002796173095703125,0.003047943115234375,0.003276824951171875,0.002101898193359375,0.002254486083984375,0.002407073974609375,0.002597808837890625,0.002780914306640625,0.001850128173828125,0.001972198486328125,0.002101898193359375,0.002262115478515625,0.002407073974609375,0.001674652099609375,0.001773834228515625,0.001888275146484375,0.002025604248046875,0.002140045166015625,0.001537322998046875,0.001628875732421875,0.001720428466796875,0.001834869384765625,0.001926422119140625
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.negativeProportionCI_95.lowerLimit,0.9973716735839844,0.9971504211425781,0.9969596862792969,0.9966545104980469,0.9964027404785156,0.9975852966308594,0.9973945617675781,0.9972038269042969,0.9969520568847656,0.9967231750488281,0.9978981018066406,0.9977455139160156,0.9975929260253906,0.9974021911621094,0.9972190856933594,0.9981498718261719,0.9980278015136719,0.9978981018066406,0.9977378845214844,0.9975929260253906,0.9983253479003906,0.9982261657714844,0.9981117248535156,0.9979743957519531,0.9978599548339844,0.9984626770019531,0.9983711242675781,0.9982795715332031,0.9981651306152344,0.9980735778808594
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.negativeProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.meanCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.priceTargetsReached.meanCI_95.upperLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.mean,4.580599144079885,5.667699457784666,7.250206440957884,8.835603996366949,10.347656249999995,6.451147540983607,7.9193205944798315,9.724373576309791,11.718775847808097,13.720888888888892,8.258857142857138,10.053308823529418,12.419060052219315,14.682651622002824,16.887547169811302,10.293233082706772,12.314775160599572,14.808328579577857,17.33599508599507,19.71503267973857,11.588262056414917,13.962873674059797,16.874616171954983,19.426688632619438,22.06972690296337,13.268862025844106,15.920123565754631,19.025617140195628,21.91090094574416,24.93926701570681
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.stdDev,6.052317251186286,7.807889225697758,11.645067321941662,13.928755224790526,16.04515361170671,7.65160038891747,9.855499986877328,13.803080677024392,17.092618362138694,19.798773262420024,9.221737616211815,12.093097943109989,16.761651113127076,19.921603463725376,22.294923834761388,11.554229961938109,14.902161050215499,18.980006279180394,22.37624863976683,24.68376517226203,13.517943993590977,17.4980963925426,22.099091192214832,25.05612889130786,27.517221169910076,15.804444851415653,19.65340454209143,24.071902147517726,27.38671933712474,30.133116183427667
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.min,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.firstQuartile,1,1,1,1,1,1,2,2,2,3,2,3,3,3,4,3,3,4,5,5,3,4,5,5,6,4,4,5,6,7
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.median,2,2,3,4,5,3,4,5,6,8,5,6,7,9,11,6,8,9,11,13,7,9,10,12,14,8,10,12,14,16
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.thirdQuartile,6,7,9,12,14,8,10,13,16,18,11,13,16,19,22,14,16,19,22,24,15,18,20.25,23,26,17,20,23,26,29
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.max,56,88,168,168,171,91,92,168,168,171,91,158,168,168,171,150,158,168,168,171,152,158,168,198,199,195,196,196,230,230
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.summary.range,55,87,167,167,170,90,91,167,167,170,90,157,167,167,170,149,157,167,167,170,151,157,167,197,198,194,195,195,229,229
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.positiveCount,1402,1291,1211,1101,1024,1525,1413,1317,1209,1125,1750,1632,1532,1418,1325,1995,1868,1753,1628,1530,2198,2074,1954,1821,1721,2399,2266,2147,2009,1910
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.positiveProportionCI_95.lowerLimit,0.9973716735839844,0.9971504211425781,0.9969596862792969,0.9966545104980469,0.9964027404785156,0.9975852966308594,0.9973945617675781,0.9972038269042969,0.9969520568847656,0.9967231750488281,0.9978981018066406,0.9977455139160156,0.9975929260253906,0.9974021911621094,0.9972190856933594,0.9981498718261719,0.9980278015136719,0.9978981018066406,0.9977378845214844,0.9975929260253906,0.9983253479003906,0.9982261657714844,0.9981117248535156,0.9979743957519531,0.9978599548339844,0.9984626770019531,0.9983711242675781,0.9982795715332031,0.9981651306152344,0.9980735778808594
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.negativeProportionCI_95.upperLimit,0.002628326416015625,0.002849578857421875,0.003040313720703125,0.003345489501953125,0.003597259521484375,0.002414703369140625,0.002605438232421875,0.002796173095703125,0.003047943115234375,0.003276824951171875,0.002101898193359375,0.002254486083984375,0.002407073974609375,0.002597808837890625,0.002780914306640625,0.001850128173828125,0.001972198486328125,0.002101898193359375,0.002262115478515625,0.002407073974609375,0.001674652099609375,0.001773834228515625,0.001888275146484375,0.002025604248046875,0.002140045166015625,0.001537322998046875,0.001628875732421875,0.001720428466796875,0.001834869384765625,0.001926422119140625
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.meanCI_95.lowerLimit,4.2637855930113915,5.241780870421781,6.594324001358773,8.01284106220154,9.36489059128296,6.067110221189799,7.40543830289252,8.978888059845193,10.755276296178238,12.563929560137987,7.826791425491615,9.466585213977433,11.57970929713085,13.645738794228146,15.687069391846032,9.78621245531461,11.638977182649773,13.919820328766495,16.249028609041606,18.47816921264164,11.023126190822286,13.209791270663587,15.8947467488308,18.27584830257789,20.769646503660276,12.636420769473872,15.110908588469734,18.007376425489156,20.713316590037625,23.587868511721965
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.candlesToExit.meanCI_95.upperLimit,4.897412695148379,6.093618045147551,7.906088880556995,9.658366930532358,11.33042190871703,6.835184860777415,8.433202886067143,10.469859092774389,12.682275399437955,14.877848217639796,8.690922860222662,10.640032433081403,13.25841080730778,15.719564449777502,18.08802494777657,10.800253710098934,12.99057313854937,15.69683683038922,18.422961562948533,20.9518961468355,12.15339792200755,14.715956077456006,17.85448559507917,20.577528962660985,23.369807302266466,13.90130328221434,16.72933854303953,20.0438578549021,23.108485301450695,26.290665519691657
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.timeToExitSec.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.LossExitStrategy_Stop.exitInfo.timeToExitSec.summary.mean,274.83594864479306,340.06196746707997,435.01238645747304,530.1362397820164,620.8593749999998,387.0688524590164,475.1592356687897,583.4624145785875,703.1265508684859,823.2533333333334,495.531428571429,603.1985294117651,745.143603133159,880.9590973201688,1013.2528301886786,617.5939849624067,738.8865096359744,888.4997147746741,1040.1597051597053,1182.901960784313,695.2957233848948,837.772420443587,1012.4769703172985,1165.6013179571669,1324.1836141778033,796.1317215506464,955.2074139452777,1141.5370284117364,1314.654056744649,1496.356020942408
