,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.candlesToExit.meanCI_95.lowerLimit,3.4607608507822745,4.270710652379522,5.147351787572455,6.014839653076569,6.9268777891281665,5.150544692245982,6.102650067448882,7.1450571802439615,8.260984756097299,9.315917837765674,6.834007500154779,8.271883520438038,9.44439834021934,10.663259813266869,11.912706823639368,8.355070495540149,9.808101019622958,11.15721755314508,12.57129732953515,13.847510630903873,9.708574587333834,11.310302465229794,12.94072044732642,14.62452202037813,16.285104272517422,10.849566416865374,12.50605183185651,14.56971104048579,16.659327187381002,18.538839516808256
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.candlesToExit.meanCI_95.upperLimit,3.9730477031892084,4.9499739798127536,6.0292119495613585,6.936649708625559,8.030042467517106,5.85134091429079,6.950052635253821,8.171731140923917,9.343393664543816,10.574284864937031,7.704887652043651,9.373747547523134,10.70370126659586,11.940645347123649,13.325743250876258,9.408060297456762,11.030394555598276,12.522973377642534,14.021015209847333,15.456720396631411,10.845697929987162,12.616466461044341,14.483152231718687,16.378829934929154,18.305079050959833,12.020218665309104,13.876831051026375,16.303190638171262,18.68605433872341,20.788154672309542
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.mean,223.01425661914467,276.6205389657686,335.2969121140141,388.54468085106345,448.70760769935833,330.05656819610317,391.5810810810807,459.50364963503677,528.1313526192332,596.7060810810809,436.166854565953,529.3689320388352,604.4429882044566,678.1171548117151,757.1535022354695,532.8939237899075,625.1548672566365,710.4057279236278,797.769376181475,879.126930826057,616.6281755196317,717.8030677882226,822.7161803713526,930.1005586592188,1037.7054997043165,686.0935524652338,791.4864864864852,926.1870503597132,1060.3614457831322,1179.809825673533
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.stdDev,300.93989620542584,385.2464276096621,479.6965361198867,483.64372561380435,557.7221676275481,427.85048151647055,498.9830769359541,581.6450201774809,592.5047188739671,662.7479065132324,561.4361643290326,684.6550120630094,752.9613128937879,740.3920597736372,792.3093829895353,710.2544464818174,795.4995008192242,855.805851920923,883.9692181050067,950.4410637870066,809.8446331224716,898.764786468921,1025.0069890384937,1136.0501975569423,1271.4021280485658,872.8547026195462,988.5739964514214,1211.5377411375791,1384.5388166048663,1497.9275202733277
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.min,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.firstQuartile,60,60,60,60,60,60,60,120,120,120,120,120,180,180,180,120,180,180,240,240,180,180,240,240,300,180,240,240,300,300
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.median,120,120,180,180,240,180,240,300,300,360,240,300,360,420,480,300,360,420,540,600,360,420,480,600,660,420,480,540,660,720
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.thirdQuartile,300,360,420,540,600,420,480,600,720,780,540,660,780,900,1080,660,780,900,1080,1200,720,840,1020,1200,1380,840,960,1140,1320,1500
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.max,3060,5220,7080,5220,6960,5340,5400,7200,5580,7020,6000,7080,8520,5940,7200,6780,8280,8520,10020,10260,6780,8280,12300,13140,13380,6780,12060,12900,13140,13380
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.summary.range,3000,5160,7020,5160,6900,5280,5340,7140,5520,6960,5940,7020,8460,5880,7140,6720,8220,8460,9960,10200,6720,8220,12240,13080,13320,6720,12000,12840,13080,13320
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.positiveCount,1473,1373,1263,1175,1091,1591,1480,1370,1279,1184,1774,1648,1526,1434,1342,1942,1808,1676,1587,1489,2165,2021,1885,1790,1691,2373,2220,2085,1992,1893
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.positiveProportionCI_95.lowerLimit,0.9975013732910156,0.9973182678222656,0.9970817565917969,0.9968681335449219,0.9966239929199219,0.9976844787597656,0.9975090026855469,0.9973106384277344,0.9971199035644531,0.9968910217285156,0.9979209899902344,0.9977607727050781,0.9975852966308594,0.9974327087402344,0.9972572326660156,0.9981040954589844,0.9979591369628906,0.9977989196777344,0.9976768493652344,0.9975242614746094,0.9982948303222656,0.9981727600097656,0.9980430603027344,0.9979438781738281,0.9978218078613281,0.9984474182128906,0.9983406066894531,0.9982337951660156,0.9981498718261719,0.9980506896972656
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.negativeProportionCI_95.upperLimit,0.002498626708984375,0.002681732177734375,0.002918243408203125,0.003131866455078125,0.003376007080078125,0.002315521240234375,0.002490997314453125,0.002689361572265625,0.002880096435546875,0.003108978271484375,0.002079010009765625,0.002239227294921875,0.002414703369140625,0.002567291259765625,0.002742767333984375,0.001895904541015625,0.002040863037109375,0.002201080322265625,0.002323150634765625,0.002475738525390625,0.001705169677734375,0.001827239990234375,0.001956939697265625,0.002056121826171875,0.002178192138671875,0.001552581787109375,0.001659393310546875,0.001766204833984375,0.001850128173828125,0.001949310302734375
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.meanCI_95.lowerLimit,207.64565104693668,256.2426391427717,308.841107254347,360.8903791845937,415.61266734769015,309.0326815347589,366.1590040469325,428.7034308146381,495.6590853658377,558.9550702659403,410.0404500092868,496.31301122628224,566.663900413161,639.7955887960117,714.762409418363,501.30422973240906,588.486061177377,669.433053188704,754.2778397721095,830.8506378542309,582.5144752400319,678.6181479137862,776.4432268395846,877.4713212226881,977.1062563510442,650.9739850119219,750.3631099113892,874.182662429149,999.55963124286,1112.3303710084945
backtestResult.results.groupedByPriceTargetReached.false.exitInfo.timeToExitSec.meanCI_95.upperLimit,238.38286219135267,296.99843878876555,361.75271697368123,416.1989825175332,481.8025480510265,351.0804548574474,417.00315811522887,490.3038684554354,560.6036198726287,634.4570918962215,462.29325912261913,562.4248528513881,642.2220759957522,716.4387208274185,799.5445950525761,564.4836178474059,661.823673335896,751.3784026585515,841.2609125908405,927.4032237978831,650.7418757992315,756.9879876626591,868.9891339031207,982.7297960957495,1098.3047430575887,721.2131199185457,832.6098630615812,978.1914382902775,1121.1632603234045,1247.2892803385714
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.sampleSize,2194,2294,2404,2492,2576,2732,2843,2953,3044,3139,2876,3002,3124,3216,3308,2824,2958,3090,3179,3277,2628,2772,2908,3003,3102,2423,2576,2711,2804,2903
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.mean,0.0007367937775883148,0.0007365448827626948,0.0007379257545906819,0.000737583945957367,0.0007414824170875647,0.0008305438666031827,0.0008296684857820042,0.000826641990633994,0.0008243567198383715,0.0008273363790652825,0.0011278598750610973,0.0011315787568028544,0.0011314620878194448,0.001129589037274148,0.0011358353948208813,0.0015628419600931974,0.001566564890784422,0.0015660654357614167,0.001564020067449118,0.001572023471512371,0.0020526358744874405,0.002061265868232657,0.0020607745563225397,0.0020622473109994655,0.0020754587913299773,0.0026232285669736508,0.002631061695084721,0.0026325391844329612,0.0026356945177961884,0.0026579536661494227
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.stdDev,0.0008497456138880954,0.0008440318681300785,0.0008411733676232227,0.0008337512187328633,0.000835739873487697,0.0009142582702066006,0.0009097373556533994,0.0009034656446835221,0.0008987747694922401,0.0009027082011406975,0.0010487682005303476,0.0010624988941568812,0.0010603161223809382,0.0010574267653671368,0.0010696439477048143,0.0012813711466418706,0.0012984526930797107,0.0012985733768884067,0.001295216533398529,0.0013093044379606507,0.0015045985075922848,0.0015238062256099697,0.001525150338329585,0.0015227519558085566,0.001544760572929374,0.0017554579868059405,0.0017764849759427726,0.001776544250952631,0.001774166467295374,0.001798074441753483
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.min,4.0247476459984713e-07,4.0247476459984713e-07,4.0247476459984713e-07,4.0247476459984713e-07,4.0247476459984713e-07,8.051237673035689e-07,7.47020548602882e-07,7.47020548602882e-07,7.47020548602882e-07,7.47020548602882e-07,2.98570240278866e-07,2.98570240278866e-07,2.98570240278866e-07,2.98570240278866e-07,2.98570240278866e-07,4.0667307463703515e-06,4.0667307463703515e-06,4.0667307463703515e-06,4.0667307463703515e-06,4.0667307463703515e-06,6.0892572321837945e-06,3.0265461100656115e-06,3.0265461100656115e-06,3.0265461100656115e-06,3.0265461100656115e-06,7.07914398456686e-06,1.3779305143432922e-06,1.3779305143432922e-06,1.3779305143432922e-06,1.3779305143432922e-06
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.firstQuartile,0.00019562440060513065,0.00019785323865717202,0.00019908269922835442,0.00020203625133726077,0.0002064618336304194,0.0002441896494147545,0.00024362579562232434,0.00024357434798571466,0.00024311917510743634,0.00024362579562232434,0.0003921677113758193,0.00038844833122075726,0.0003906806031250149,0.0003921677113758193,0.0003935867169475836,0.0006542260512433033,0.0006536972135316731,0.0006544146553667898,0.0006580901736763644,0.0006677913394310256,0.0010003712624542752,0.001006146589566255,0.0010067269155527958,0.00100708831874533,0.0010089074084580173,0.0014257455717904674,0.001425657399284742,0.0014228422950690565,0.0014235387234141676,0.0014353076133650279
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.median,0.00047244272822246725,0.00047625805565303407,0.00048130645495959303,0.00048299789288943,0.0004884204657229837,0.0005597878513892028,0.0005654705671216809,0.0005671365868747984,0.0005669131493813556,0.0005666897118879128,0.000851577639691936,0.0008471641604065239,0.0008474633028879424,0.0008464883986758264,0.0008468765380920938,0.0012552667189266087,0.0012506045310065233,0.0012501835660207008,0.0012505023259832039,0.0012519142901515818,0.001725150119482521,0.0017287299930731264,0.001728326907484615,0.0017298925526652454,0.001734949018828045,0.002272823045237357,0.002279248292943426,0.0022852231048998517,0.002287065712366706,0.0022940018326486457
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.thirdQuartile,0.0009381125447519996,0.000937374593374823,0.0009377743294339578,0.0009403875833993809,0.0009431250256544106,0.0011069085916703453,0.0011037095045550072,0.0011035274580920033,0.0010976886439088463,0.0011079749540421247,0.0015152409967803574,0.0015186003844999182,0.0015227263757217771,0.0015154957225674403,0.0015279654152451404,0.0021227093177056473,0.0021176339273696818,0.0021176339273696818,0.002117389016655892,0.0021197639457127696,0.002743749245158922,0.0027375492916074527,0.002743749245158922,0.002748167260583952,0.0027547433153875234,0.0034471081150972993,0.0034304428592291758,0.003436293508264131,0.0034655965988459867,0.003485556790612549
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.max,0.011567365219911148,0.011567365219911148,0.011567365219911148,0.011567365219911148,0.011567365219911148,0.012451592985078315,0.012451592985078315,0.012451592985078315,0.012451592985078315,0.012451592985078315,0.009365205633012488,0.009365205633012488,0.009365205633012488,0.009365205633012488,0.009365205633012488,0.010466247098877678,0.010466247098877678,0.010466247098877678,0.010466247098877678,0.010466247098877678,0.01156728856474287,0.01156728856474287,0.01156728856474287,0.01156728856474287,0.013492517558094618,0.013043697352405379,0.013043697352405379,0.01350560638771101,0.01350560638771101,0.016637328107301896
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.range,0.011566962745146549,0.011566962745146549,0.011566962745146549,0.011566962745146549,0.011566962745146549,0.012450787861311012,0.012450845964529712,0.012450845964529712,0.012450845964529712,0.012450845964529712,0.009364907062772208,0.009364907062772208,0.009364907062772208,0.009364907062772208,0.009364907062772208,0.010462180368131308,0.010462180368131308,0.010462180368131308,0.010462180368131308,0.010462180368131308,0.011561199307510686,0.011564262018632806,0.011564262018632806,0.011564262018632806,0.013489491011984553,0.013036618208420812,0.013042319421891036,0.013504228457196668,0.013504228457196668,0.016635950176787553
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveCount,2194,2294,2404,2492,2576,2732,2843,2953,3044,3139,2876,3002,3124,3216,3308,2824,2958,3090,3179,3277,2628,2772,2908,3003,3102,2423,2576,2711,2804,2903
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.9983177185058594,0.9983940124511719,0.9984703063964844,0.9985237121582031,0.9985694885253906,0.9986534118652344,0.9987068176269531,0.9987525939941406,0.9987907409667969,0.9988288879394531,0.9987144470214844,0.9987754821777344,0.9988212585449219,0.9988517761230469,0.9988822937011719,0.9986915588378906,0.9987525939941406,0.9988059997558594,0.9988365173339844,0.9988746643066406,0.9986000061035156,0.9986686706542969,0.9987297058105469,0.9987754821777344,0.9988136291503906,0.9984779357910156,0.9985694885253906,0.9986381530761719,0.9986839294433594,0.9987297058105469
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.001682281494140625,0.001605987548828125,0.001529693603515625,0.001476287841796875,0.001430511474609375,0.001346588134765625,0.001293182373046875,0.001247406005859375,0.001209259033203125,0.001171112060546875,0.001285552978515625,0.001224517822265625,0.001178741455078125,0.001148223876953125,0.001117706298828125,0.001308441162109375,0.001247406005859375,0.001194000244140625,0.001163482666015625,0.001125335693359375,0.001399993896484375,0.001331329345703125,0.001270294189453125,0.001224517822265625,0.001186370849609375,0.001522064208984375,0.001430511474609375,0.001361846923828125,0.001316070556640625,0.001270294189453125
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.meanCI_95.lowerLimit,0.0007012366482635166,0.000702005210752621,0.0007042998207832769,0.0007048484794680822,0.0007092083078185391,0.000796260408534972,0.0007962271459183137,0.0007940556201714627,0.0007924277710966411,0.0007957566934937776,0.0010895296701269482,0.0010935703895196805,0.0010942798158001187,0.0010930423219550288,0.0010993841336421513,0.0015155814216063577,0.0015197716506896862,0.001520278315857408,0.0015189951228686176,0.0015271945293748696,0.0019951098955906994,0.0020045389485107796,0.002005341155189834,0.0020077835571539657,0.0020210966755738816,0.002553329753404737,0.0025624584465773932,0.0025656636382297014,0.002570025361999153,0.002592544257717141
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.meanCI_95.upperLimit,0.0007723509069131131,0.0007710845547727685,0.0007715516883980869,0.0007703194124466518,0.0007737565263565903,0.0008648273246713933,0.0008631098256456948,0.0008592283610965254,0.0008562856685801018,0.0008589160646367875,0.0011661900799952464,0.0011695871240860283,0.001168644359838771,0.0011661357525932672,0.0011722866559996112,0.001610102498580037,0.0016133581308791578,0.0016118525556654253,0.0016090450120296185,0.0016168524136498722,0.0021101618533841816,0.002117992787954534,0.0021162079574552455,0.002116711064844965,0.002129820907086073,0.0026931273805425645,0.002699664943592049,0.002699414730636221,0.0027013636735932238,0.0027233630745817044
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.mean,0.0019367972142832399,0.0019365675299309556,0.0019379583268792167,0.0019376035839748763,0.0019415013824229444,0.0020305192367261497,0.0020296594256286457,0.002026634875017059,0.002024340513570498,0.0020273212220385936,0.002327771933388627,0.002331512434720592,0.0023314048965928586,0.0023295362668499307,0.0023357913549510866,0.002762734442525206,0.00276649219427773,0.002766015969539624,0.0027639686056245053,0.002771976709137257,0.0032525453570836226,0.003261216821716013,0.0032607533809687213,0.0032622116797766847,0.0032754223463489045,0.003823137665947654,0.003831015941679807,0.0038325304036319705,0.0038356648415374256,0.003857925134396346
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.stdDev,0.0008497975188593679,0.0008441050421134652,0.0008412620242681285,0.0008338249579636809,0.0008357913761724787,0.0009143211484396722,0.0009098281625387053,0.0009035732579298348,0.0008988669215805013,0.000902789718606246,0.0010486237352019397,0.0010624277163165693,0.0010602768364981901,0.001057395295404205,0.0010696291586910606,0.0012812084129032613,0.001298376603161396,0.0012985407378873163,0.0012951912586783478,0.0013092967324008897,0.0015044969622326034,0.0015237864088243269,0.0015251764837491387,0.001522760205406706,0.0015447886411457724,0.0017554007956434305,0.0017765141953579142,0.001776629363224391,0.0017742305964636971,0.0017982028425893685
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.min,0.001199682423825323,0.001199682423825323,0.001199682423825323,0.001199682423825323,0.001199682423825323,0.0012000845899390997,0.0012000265564024676,0.0012000265564024676,0.0012000265564024676,0.0012000265564024676,0.0011995786439118325,0.0011995786439118325,0.0011995786439118325,0.0011995786439118325,0.0011995786439118325,0.0012033422853366892,0.0012033422853366892,0.0012033422853366892,0.0012033422853366892,0.0012033422853366892,0.0012053623862460395,0.00120230334817345,0.00120230334817345,0.00120230334817345,0.00120230334817345,0.0012063510858466601,0.0012021000172830535,0.0012021000172830535,0.0012021000172830535,0.0012021000172830535
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.firstQuartile,0.0013956626209187,0.0013973161959232759,0.0013988747103684713,0.0014022356178065131,0.0014064464716524866,0.0014442088866493548,0.0014436374167068303,0.0014432631936020944,0.0014425369728091261,0.0014436374167068303,0.001592156129868325,0.0015878545334102778,0.0015909140962324952,0.001592156129868325,0.001593636897590581,0.0018536126858489932,0.001853389452901469,0.0018538024827327321,0.0018595923588087203,0.0018669556097560863,0.0022007813127029605,0.00220547982471289,0.0022065043228451566,0.0022067081173779606,0.002208168599071844,0.0026235674288653996,0.0026233789582912758,0.0026231987124169377,0.0026232280680043452,0.002634535132863859
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.median,0.0016727093727124135,0.0016749673204274219,0.0016816049602137568,0.0016839102976088315,0.0016885148295641345,0.0017595329163330533,0.0017652905237465163,0.0017668699714449205,0.0017665988194051734,0.0017663276673654264,0.0020507063169953287,0.0020483191465282854,0.0020486138323143454,0.0020464219103148093,0.0020482252268510664,0.002455816889538092,0.0024528265896789376,0.002451397716799978,0.002452724261935964,0.002453179193483501,0.0029225853224538814,0.0029261363986279832,0.0029255345905858142,0.0029286564911268353,0.0029342684072788208,0.003475275920436412,0.003480447492501938,0.0034847015161504563,0.003488855577734864,0.003497476719780097
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0021389242400380913,0.002138222733764275,0.0021382835265725806,0.002140183212486756,0.0021423845178708007,0.002306516839980672,0.0023057551833678062,0.00230549132034068,0.00229712512460354,0.002306770725518294,0.0027143536673474573,0.002716245868722058,0.0027248003629450567,0.0027150265363539696,0.0027254509589128713,0.003324892516685981,0.003315894515518827,0.003315894515518827,0.003314325798780497,0.003320142236518739,0.003943033976681543,0.003939338796683452,0.003943033976681543,0.003950843418412503,0.003956969545341478,0.004642254497529569,0.004635282294321417,0.004641139968349998,0.0046658884075754916,0.004688655482068509
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.max,0.01278197482393743,0.01278197482393743,0.01278197482393743,0.01278197482393743,0.01278197482393743,0.01366726429944902,0.01366726429944902,0.01366726429944902,0.01366726429944902,0.01366726429944902,0.010553254556898477,0.010553254556898477,0.010553254556898477,0.010553254556898477,0.010553254556898477,0.01165297556527908,0.01165297556527908,0.01165297556527908,0.01165297556527908,0.01165297556527908,0.012752696573659685,0.012752696573659685,0.012752696573659685,0.012752696573659685,0.01470943873186878,0.014260079618587988,0.014260079618587988,0.01472254327751016,0.01472254327751016,0.017858025319357942
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.range,0.011582292400112108,0.011582292400112108,0.011582292400112108,0.011582292400112108,0.011582292400112108,0.01246717970950992,0.012467237743046552,0.012467237743046552,0.012467237743046552,0.012467237743046552,0.009353675912986643,0.009353675912986643,0.009353675912986643,0.009353675912986643,0.009353675912986643,0.01044963327994239,0.01044963327994239,0.01044963327994239,0.01044963327994239,0.01044963327994239,0.011547334187413645,0.011550393225486235,0.011550393225486235,0.011550393225486235,0.013507135383695329,0.013053728532741327,0.013057979601304935,0.013520443260227107,0.013520443260227107,0.016655925302074888
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveCount,2194,2294,2404,2492,2576,2732,2843,2953,3044,3139,2876,3002,3124,3216,3308,2824,2958,3090,3179,3277,2628,2772,2908,3003,3102,2423,2576,2711,2804,2903
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.9983177185058594,0.9983940124511719,0.9984703063964844,0.9985237121582031,0.9985694885253906,0.9986534118652344,0.9987068176269531,0.9987525939941406,0.9987907409667969,0.9988288879394531,0.9987144470214844,0.9987754821777344,0.9988212585449219,0.9988517761230469,0.9988822937011719,0.9986915588378906,0.9987525939941406,0.9988059997558594,0.9988365173339844,0.9988746643066406,0.9986000061035156,0.9986686706542969,0.9987297058105469,0.9987754821777344,0.9988136291503906,0.9984779357910156,0.9985694885253906,0.9986381530761719,0.9986839294433594,0.9987297058105469
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
